Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg,Pesticide_Name,Pesticide_Amount_kg
Wheat,Bihar,Kharif,31.35,65.37,6.6,30.16,NPK,133.68,Propiconazole,2.322
Mustard,Odisha,Zaid,28.39,84.09,7.08,38.23,SSP,105.54,Imidacloprid,2.695
Maize,Bihar,Zaid,31.21,74.09,6.68,56.63,Compost,83.92,Chlorantraniliprole,3.678
Mustard,Rajasthan,Kharif,21.8,45.83,6.91,42.68,SSP,105.19,Carbendazim,1.469
Maize,Bihar,Rabi,24.08,83.69,7.59,24.9,DAP,113.34,Imidacloprid,3.113
Mustard,Uttar Pradesh,Rabi,29.67,84.97,6.67,51.68,Compost,76.85,Mancozeb,3.655
Maize,Uttar Pradesh,Zaid,34.74,50.01,6.33,53.61,Compost,74.73,Lambda-Cyhalothrin,3.247
Groundnut,Bihar,Kharif,24.94,72.42,8.5,19.14,Compost,45.66,Carbendazim,2.088
Sugarcane,Uttar Pradesh,Zaid,31.33,90.12,6.82,35.53,Urea,236.28,Malathion,5.536
Pulses,Uttar Pradesh,Kharif,24.61,58.21,6.94,43.88,Compost,54.58,Imidacloprid,1.559
Maize,Odisha,Rabi,29.67,70.6,7.21,22.22,Urea,120.09,Lambda-Cyhalothrin,3.495
Pulses,Rajasthan,Zaid,32.31,80.0,5.99,39.24,Compost,54.72,Thiamethoxam,3.166
Pulses,Punjab,Zaid,31.02,71.39,6.57,43.73,NPK,99.55,Imidacloprid,2.461
Wheat,Karnataka,Rabi,27.24,66.84,5.75,30.95,NPK,128.53,Mancozeb,2.019
Sugarcane,Tamil Nadu,Zaid,28.66,72.57,6.37,52.37,Urea,241.25,Imidacloprid,3.92
Maize,Punjab,Rabi,25.77,63.79,6.86,41.41,Urea,110.34,Chlorantraniliprole,2.507
Wheat,Tamil Nadu,Zaid,26.89,65.75,5.17,59.61,NPK,139.19,Propiconazole,2.4
Rice,Odisha,Kharif,25.27,79.61,7.11,43.71,DAP,159.94,Cartap Hydrochloride,3.899
Cotton,Odisha,Kharif,31.95,74.28,6.59,30.0,NPK,198.53,Buprofezin,3.316
Wheat,Karnataka,Zaid,31.56,72.25,7.17,30.62,NPK,134.15,Carbendazim,2.427
Rice,Maharashtra,Kharif,29.02,33.14,6.75,36.51,MOP,138.84,Chlorpyrifos,3.566
Mustard,Maharashtra,Rabi,22.44,52.93,6.34,50.45,Urea,118.39,Carbendazim,1.151
Pulses,Maharashtra,Zaid,24.05,73.89,7.44,62.1,NPK,100.82,Thiamethoxam,2.504
Sugarcane,Rajasthan,Rabi,27.49,87.64,6.92,46.49,Urea,236.92,Imidacloprid,4.496
Sugarcane,Karnataka,Kharif,28.38,80.0,6.08,40.38,Urea,235.32,Chlorpyrifos,4.928
Wheat,Maharashtra,Kharif,30.86,59.92,6.47,34.04,SSP,119.11,Propiconazole,2.124
Wheat,Uttar Pradesh,Kharif,28.13,65.8,7.47,45.18,SSP,116.87,Mancozeb,2.466
Groundnut,Maharashtra,Zaid,30.7,79.84,5.99,42.28,Compost,67.47,Carbendazim,2.685
Mustard,Karnataka,Kharif,31.38,78.48,5.4,46.27,Urea,111.46,Mancozeb,3.358
Rice,Bihar,Kharif,24.78,77.07,7.02,37.55,Urea,162.26,Imidacloprid,3.568
Mustard,Punjab,Rabi,32.96,79.51,5.89,47.95,Urea,116.63,Carbendazim,2.704
Cotton,Rajasthan,Kharif,29.04,70.58,5.99,13.84,Compost,99.68,Imidacloprid,3.103
Groundnut,Tamil Nadu,Zaid,20.23,71.85,7.04,44.6,Urea,96.98,Carbendazim,2.036
Wheat,Bihar,Zaid,29.74,58.46,5.55,62.12,Urea,135.23,Carbendazim,1.784
Maize,Bihar,Rabi,36.71,60.82,6.28,41.6,Urea,131.91,Lambda-Cyhalothrin,3.357
Wheat,Bihar,Kharif,21.91,77.46,6.5,44.44,NPK,148.56,Carbendazim,2.166
Wheat,Tamil Nadu,Kharif,23.79,76.47,6.44,39.41,NPK,142.84,Mancozeb,2.789
Maize,Bihar,Zaid,31.29,78.3,7.24,42.58,DAP,115.41,Lambda-Cyhalothrin,4.269
Wheat,Punjab,Zaid,31.46,79.2,6.0,32.65,NPK,144.21,Propiconazole,3.262
Cotton,Maharashtra,Rabi,25.73,69.57,6.81,37.11,Compost,97.9,Imidacloprid,2.863
Maize,Bihar,Kharif,32.2,60.23,5.27,35.63,DAP,108.69,Chlorantraniliprole,2.479
Cotton,Tamil Nadu,Zaid,28.46,66.19,7.8,42.02,Potash,152.75,Imidacloprid,3.163
Wheat,Maharashtra,Zaid,32.75,46.84,5.14,25.18,Urea,127.77,Carbendazim,1.804
Mustard,Tamil Nadu,Zaid,25.39,70.47,7.34,39.24,Compost,65.76,Imidacloprid,2.446
Pulses,Punjab,Rabi,22.28,56.46,6.65,42.75,DAP,83.52,Imidacloprid,1.674
Groundnut,Maharashtra,Zaid,24.4,50.02,7.74,34.73,Compost,62.17,Carbendazim,1.295
Mustard,Odisha,Zaid,25.25,58.6,6.62,36.25,Urea,108.7,Carbendazim,1.11
Pulses,Punjab,Kharif,32.84,62.88,6.08,28.39,Compost,57.55,Mancozeb,2.172
Mustard,Rajasthan,Rabi,27.34,81.84,6.33,35.19,Urea,110.51,Mancozeb,3.089
Mustard,Maharashtra,Kharif,31.39,69.1,7.26,54.78,SSP,115.17,Mancozeb,2.442
Wheat,Odisha,Zaid,26.86,74.24,7.15,9.66,NPK,128.8,Propiconazole,2.439
Maize,Maharashtra,Zaid,32.84,64.47,6.21,39.15,Compost,72.93,Chlorantraniliprole,3.295
Pulses,Tamil Nadu,Zaid,27.87,60.07,5.99,19.98,Compost,58.32,Imidacloprid,1.669
Pulses,Rajasthan,Kharif,24.04,60.17,6.7,35.44,NPK,94.96,Thiamethoxam,1.255
Groundnut,Maharashtra,Zaid,28.63,66.96,7.7,22.14,Urea,85.21,Dimethoate,2.606
Rice,Tamil Nadu,Zaid,28.18,49.65,6.78,35.14,MOP,143.3,Imidacloprid,2.722
Maize,Karnataka,Zaid,26.63,85.1,6.6,25.12,DAP,127.33,Lambda-Cyhalothrin,4.097
Mustard,Punjab,Kharif,22.92,82.54,6.73,32.11,Compost,62.45,Mancozeb,3.021
Maize,Maharashtra,Kharif,23.65,66.33,6.6,42.5,Urea,128.37,Lambda-Cyhalothrin,2.786
Wheat,Rajasthan,Kharif,29.02,46.24,6.36,68.91,Urea,143.48,Carbendazim,1.858
Rice,Punjab,Zaid,32.55,85.55,7.13,41.11,DAP,158.85,Cartap Hydrochloride,4.829
Wheat,Uttar Pradesh,Kharif,24.7,74.51,7.01,27.68,SSP,121.1,Mancozeb,2.362
Groundnut,Punjab,Rabi,24.08,72.9,5.37,30.0,Compost,58.08,Carbendazim,2.318
Wheat,Maharashtra,Zaid,29.69,64.33,6.79,40.22,NPK,138.77,Carbendazim,1.971
Cotton,Rajasthan,Rabi,27.55,75.74,6.67,33.01,Potash,147.24,Acephate,3.843
Groundnut,Bihar,Zaid,35.95,70.05,6.52,44.28,Gypsum,55.45,Carbendazim,2.428
Wheat,Maharashtra,Rabi,29.16,73.18,6.44,39.91,Urea,131.37,Propiconazole,2.733
Pulses,Odisha,Zaid,28.12,84.92,4.92,42.36,NPK,98.42,Imidacloprid,3.169
Maize,Maharashtra,Zaid,27.98,53.0,6.87,33.08,Compost,71.77,Chlorantraniliprole,2.52
Maize,Maharashtra,Rabi,27.96,60.07,5.9,20.5,Compost,68.64,Lambda-Cyhalothrin,2.295
Cotton,Karnataka,Rabi,29.9,63.32,6.31,29.46,Compost,106.04,Acephate,3.142
Cotton,Uttar Pradesh,Rabi,30.96,84.98,5.7,43.57,NPK,183.69,Acephate,4.182
Sugarcane,Bihar,Rabi,34.91,86.02,5.82,35.95,Urea,225.42,Imidacloprid,4.798
Groundnut,Odisha,Zaid,26.16,50.57,7.3,23.9,Compost,53.14,Carbendazim,1.363
Groundnut,Tamil Nadu,Kharif,26.39,74.77,6.27,14.45,Gypsum,46.91,Dimethoate,2.909
Wheat,Punjab,Zaid,24.5,61.96,6.53,55.04,NPK,147.28,Carbendazim,2.089
Rice,Tamil Nadu,Rabi,34.39,83.17,6.22,52.95,DAP,169.85,Cartap Hydrochloride,4.922
Sugarcane,Maharashtra,Kharif,25.37,63.25,6.96,44.3,Potash,210.25,Chlorpyrifos,3.938
Pulses,Odisha,Rabi,27.06,62.21,6.39,59.04,Compost,67.77,Imidacloprid,1.975
Cotton,Rajasthan,Kharif,32.05,86.23,6.53,41.09,Compost,108.74,Imidacloprid,4.173
Cotton,Uttar Pradesh,Rabi,23.79,57.07,6.92,25.68,NPK,173.53,Imidacloprid,2.529
Groundnut,Uttar Pradesh,Rabi,25.96,66.65,6.46,38.94,Compost,61.3,Carbendazim,1.982
Groundnut,Uttar Pradesh,Zaid,28.8,64.57,6.55,33.73,Compost,63.05,Chlorpyrifos,2.473
Groundnut,Tamil Nadu,Zaid,29.92,71.47,7.07,34.2,Gypsum,48.27,Chlorpyrifos,3.06
Groundnut,Karnataka,Kharif,23.18,100,5.77,38.73,Gypsum,59.15,Carbendazim,3.455
Sugarcane,Uttar Pradesh,Zaid,27.17,74.08,5.77,15.2,Potash,189.22,Chlorpyrifos,4.548
Sugarcane,Odisha,Rabi,23.37,72.28,6.72,22.97,Urea,234.84,Chlorpyrifos,4.157
Groundnut,Maharashtra,Zaid,26.7,55.41,6.62,33.93,Compost,61.36,Chlorpyrifos,2.077
Wheat,Tamil Nadu,Zaid,27.87,62.91,6.16,53.45,NPK,144.13,Carbendazim,2.026
Groundnut,Maharashtra,Zaid,28.51,58.57,7.64,40.64,Gypsum,42.9,Carbendazim,1.582
Groundnut,Uttar Pradesh,Kharif,29.71,66.68,6.22,36.12,Urea,101.06,Chlorpyrifos,2.878
Rice,Maharashtra,Kharif,31.28,65.94,7.45,31.42,MOP,140.58,Cartap Hydrochloride,3.387
Pulses,Karnataka,Rabi,28.54,73.55,7.45,27.9,NPK,98.09,Mancozeb,2.404
Pulses,Rajasthan,Rabi,36.14,56.8,7.6,46.85,NPK,95.62,Thiamethoxam,1.964
Maize,Odisha,Kharif,27.1,86.23,6.47,42.7,DAP,122.72,Chlorantraniliprole,4.172
Maize,Rajasthan,Zaid,26.73,44.56,6.28,39.8,Urea,121.8,Imidacloprid,2.516
Sugarcane,Odisha,Rabi,25.18,71.16,6.82,31.31,NPK,245.5,Chlorpyrifos,3.934
Wheat,Bihar,Kharif,27.61,61.86,7.28,33.31,SSP,116.63,Carbendazim,1.842
Maize,Karnataka,Rabi,28.64,66.5,6.59,54.83,DAP,127.76,Chlorantraniliprole,3.083
Rice,Uttar Pradesh,Kharif,29.35,73.82,6.77,64.09,DAP,157.32,Chlorpyrifos,4.461
Wheat,Bihar,Zaid,24.03,71.6,6.55,37.34,SSP,123.19,Mancozeb,2.529
Groundnut,Tamil Nadu,Rabi,25.77,62.36,6.43,28.42,Gypsum,40.63,Chlorpyrifos,2.233
Maize,Rajasthan,Zaid,35.32,61.67,5.56,30.14,Compost,71.45,Imidacloprid,2.522
Rice,Odisha,Rabi,28.57,83.85,6.99,42.93,MOP,150.01,Chlorpyrifos,4.41
Rice,Uttar Pradesh,Kharif,26.23,71.41,5.88,38.92,MOP,141.57,Chlorpyrifos,3.842
Pulses,Maharashtra,Kharif,24.29,71.33,6.22,39.35,NPK,97.0,Imidacloprid,2.088
Wheat,Maharashtra,Rabi,28.24,61.47,5.43,17.6,SSP,110.02,Mancozeb,1.749
Sugarcane,Tamil Nadu,Zaid,30.99,61.44,5.69,45.38,Potash,198.35,Imidacloprid,3.343
Cotton,Odisha,Rabi,33.95,48.48,5.86,47.93,NPK,182.58,Buprofezin,2.79
Cotton,Tamil Nadu,Rabi,30.17,80.91,6.72,39.66,Potash,149.55,Imidacloprid,4.038
Cotton,Maharashtra,Rabi,27.18,85.13,6.53,33.36,Compost,101.59,Acephate,4.015
Rice,Karnataka,Zaid,21.13,88.58,5.88,43.88,MOP,148.08,Chlorpyrifos,4.877
Groundnut,Bihar,Kharif,25.7,87.36,6.55,24.04,Urea,103.78,Dimethoate,3.723
Sugarcane,Rajasthan,Kharif,23.53,58.38,6.4,37.19,Potash,200.23,Imidacloprid,2.748
Maize,Tamil Nadu,Rabi,25.02,56.73,6.91,22.26,DAP,106.19,Imidacloprid,1.927
Mustard,Punjab,Kharif,32.17,59.42,5.97,26.73,Urea,105.26,Mancozeb,1.965
Pulses,Tamil Nadu,Rabi,29.73,79.97,6.04,74.2,NPK,121.44,Imidacloprid,2.964
Cotton,Bihar,Rabi,24.93,50.28,6.31,52.38,NPK,187.18,Acephate,2.687
Groundnut,Bihar,Zaid,26.85,46.49,7.29,55.31,Compost,59.77,Dimethoate,2.591
Pulses,Tamil Nadu,Zaid,21.55,73.49,5.95,50.85,DAP,93.46,Imidacloprid,2.418
Rice,Tamil Nadu,Rabi,28.64,77.16,5.99,37.88,Urea,165.82,Chlorpyrifos,4.168
Sugarcane,Karnataka,Zaid,31.99,54.02,5.7,49.22,NPK,244.6,Malathion,4.162
Maize,Bihar,Rabi,31.6,71.43,6.64,42.82,DAP,122.91,Lambda-Cyhalothrin,3.489
Sugarcane,Uttar Pradesh,Rabi,31.67,83.05,6.25,32.51,Urea,234.03,Chlorpyrifos,5.181
Sugarcane,Punjab,Zaid,26.06,70.29,5.86,44.57,Urea,233.11,Chlorpyrifos,4.499
Maize,Odisha,Zaid,30.49,72.98,7.22,49.57,DAP,121.6,Lambda-Cyhalothrin,3.814
Sugarcane,Odisha,Zaid,25.2,65.02,7.42,45.06,Urea,237.2,Imidacloprid,3.422
Maize,Tamil Nadu,Zaid,26.42,49.47,6.69,20.3,DAP,109.75,Chlorantraniliprole,1.995
Mustard,Tamil Nadu,Kharif,27.92,70.83,5.69,59.24,Urea,115.3,Carbendazim,2.101
Cotton,Punjab,Kharif,30.62,68.7,7.68,42.23,NPK,176.02,Imidacloprid,3.237
Cotton,Odisha,Zaid,24.04,80.8,6.34,12.68,NPK,163.87,Buprofezin,3.108
Rice,Odisha,Rabi,26.71,79.44,5.92,61.3,DAP,165.81,Imidacloprid,3.996
Wheat,Uttar Pradesh,Zaid,26.47,85.95,5.95,51.04,Urea,135.07,Mancozeb,3.601
Rice,Karnataka,Rabi,32.45,80.41,5.66,29.32,DAP,152.53,Chlorpyrifos,4.329
Pulses,Odisha,Zaid,30.8,66.57,6.47,37.46,DAP,93.52,Thiamethoxam,2.103
Wheat,Bihar,Rabi,29.41,74.04,6.38,58.58,Urea,143.16,Carbendazim,2.571
Wheat,Rajasthan,Kharif,21.89,78.39,6.6,63.8,NPK,155.83,Mancozeb,3.096
Pulses,Bihar,Rabi,29.89,60.5,6.63,40.45,Compost,50.66,Imidacloprid,1.536
Sugarcane,Odisha,Zaid,25.59,53.21,6.39,34.25,Potash,192.74,Chlorpyrifos,3.607
Sugarcane,Odisha,Zaid,30.2,50.47,5.83,42.61,Urea,230.76,Chlorpyrifos,4.051
Sugarcane,Karnataka,Zaid,26.15,90.96,6.37,61.29,NPK,259.34,Imidacloprid,4.707
Sugarcane,Odisha,Zaid,23.36,92.62,5.67,35.06,Potash,196.3,Malathion,5.262
Cotton,Bihar,Rabi,30.47,66.98,6.51,43.59,Compost,108.44,Acephate,3.506
Wheat,Uttar Pradesh,Rabi,24.92,61.87,6.37,42.15,NPK,133.88,Propiconazole,1.608
Mustard,Rajasthan,Kharif,33.98,79.16,6.26,40.89,Urea,119.25,Imidacloprid,2.839
Groundnut,Punjab,Kharif,24.27,77.17,6.6,36.07,Gypsum,49.58,Carbendazim,2.543
Rice,Rajasthan,Rabi,26.11,81.1,6.48,39.89,MOP,149.39,Chlorpyrifos,4.054
Groundnut,Uttar Pradesh,Rabi,27.61,73.06,7.23,38.23,Gypsum,54.7,Carbendazim,2.269
Wheat,Bihar,Zaid,27.81,64.57,6.39,44.43,NPK,139.36,Mancozeb,2.717
Mustard,Odisha,Rabi,28.89,62.98,5.6,56.49,SSP,105.46,Carbendazim,1.471
Sugarcane,Uttar Pradesh,Kharif,28.1,62.97,7.26,10.03,NPK,225.38,Imidacloprid,2.829
Mustard,Bihar,Kharif,26.2,56.97,6.75,40.62,Urea,110.91,Carbendazim,1.298
Maize,Karnataka,Zaid,31.67,74.88,6.36,57.17,Compost,79.46,Lambda-Cyhalothrin,4.032
Cotton,Odisha,Zaid,31.57,86.71,6.39,32.12,NPK,190.22,Acephate,4.334
Groundnut,Punjab,Zaid,36.86,54.88,5.92,34.0,Compost,59.71,Carbendazim,2.281
Sugarcane,Rajasthan,Zaid,22.25,63.83,6.81,51.88,Urea,239.11,Malathion,3.759
Mustard,Karnataka,Kharif,27.97,50.2,5.76,63.54,SSP,105.93,Carbendazim,1.882
Wheat,Bihar,Zaid,26.75,85.34,6.4,42.1,SSP,115.76,Carbendazim,2.923
Wheat,Tamil Nadu,Rabi,29.7,34.3,5.94,43.21,Urea,125.93,Carbendazim,1.911
Wheat,Karnataka,Zaid,31.79,67.28,6.05,43.82,NPK,140.91,Propiconazole,2.62
Mustard,Bihar,Zaid,25.49,67.67,6.55,51.28,Compost,68.43,Imidacloprid,1.98
Pulses,Maharashtra,Zaid,29.55,54.72,7.36,53.43,DAP,82.89,Imidacloprid,1.904
Wheat,Odisha,Kharif,23.54,70.34,6.94,31.45,NPK,134.87,Propiconazole,2.47
Groundnut,Maharashtra,Rabi,29.03,75.2,7.07,45.8,Gypsum,47.18,Dimethoate,2.863
Pulses,Odisha,Rabi,29.86,69.12,7.07,53.8,Compost,53.13,Imidacloprid,2.394
Groundnut,Uttar Pradesh,Rabi,30.75,89.88,5.65,30.09,Urea,103.1,Dimethoate,3.738
Sugarcane,Rajasthan,Kharif,27.6,52.91,7.04,19.99,Urea,217.19,Malathion,3.646
Sugarcane,Maharashtra,Zaid,22.77,48.33,5.51,34.43,Potash,187.73,Malathion,3.352
Rice,Uttar Pradesh,Zaid,26.07,56.46,6.36,37.44,DAP,153.82,Imidacloprid,2.621
Mustard,Rajasthan,Rabi,23.48,55.21,6.72,17.17,Urea,106.86,Imidacloprid,1.434
Pulses,Punjab,Kharif,24.01,52.36,7.38,29.29,Compost,51.04,Thiamethoxam,1.341
Wheat,Bihar,Kharif,24.71,93.42,6.6,41.09,Urea,140.16,Carbendazim,3.091
Cotton,Rajasthan,Zaid,33.35,84.2,6.14,41.9,Compost,112.25,Buprofezin,4.334
Pulses,Karnataka,Rabi,23.7,60.37,6.35,25.02,NPK,91.19,Thiamethoxam,1.495
Sugarcane,Tamil Nadu,Rabi,24.67,61.84,6.76,38.49,Potash,198.36,Malathion,3.435
Sugarcane,Karnataka,Kharif,24.01,58.84,6.59,31.67,Potash,198.1,Chlorpyrifos,2.935
Cotton,Odisha,Rabi,25.64,78.67,7.01,38.34,Compost,100.62,Imidacloprid,3.367
Mustard,Odisha,Zaid,27.46,71.12,5.66,41.17,Compost,70.07,Mancozeb,2.258
Mustard,Karnataka,Zaid,34.16,78.54,5.9,35.07,SSP,110.11,Imidacloprid,2.658
Groundnut,Punjab,Zaid,22.3,82.13,6.11,63.14,Compost,67.74,Dimethoate,3.741
Mustard,Punjab,Kharif,24.76,100,6.57,51.86,Compost,78.46,Carbendazim,3.653
Groundnut,Karnataka,Zaid,22.32,74.49,6.56,48.36,Gypsum,50.53,Chlorpyrifos,2.764
Maize,Odisha,Zaid,26.58,81.55,5.91,36.38,DAP,112.79,Lambda-Cyhalothrin,4.102
Sugarcane,Rajasthan,Kharif,20.72,87.7,6.55,45.25,Urea,232.79,Imidacloprid,4.561
Mustard,Karnataka,Kharif,27.66,71.81,7.1,55.56,SSP,106.36,Carbendazim,1.982
Rice,Punjab,Zaid,23.48,72.87,6.71,46.56,DAP,156.66,Chlorpyrifos,4.196
Groundnut,Rajasthan,Rabi,26.92,51.11,5.75,23.4,Gypsum,42.03,Dimethoate,1.851
Groundnut,Uttar Pradesh,Zaid,22.89,83.45,6.81,49.17,Compost,65.66,Dimethoate,3.62
Wheat,Punjab,Rabi,27.16,54.62,6.49,29.7,NPK,138.82,Mancozeb,1.839
Wheat,Karnataka,Kharif,29.69,61.21,6.05,55.94,NPK,144.27,Mancozeb,2.337
Mustard,Uttar Pradesh,Kharif,30.04,60.36,7.42,53.85,Compost,63.11,Imidacloprid,1.508
Sugarcane,Karnataka,Zaid,20.83,50.57,6.58,44.63,Urea,232.57,Chlorpyrifos,3.694
Mustard,Punjab,Rabi,29.02,76.76,6.54,44.85,Urea,120.37,Carbendazim,1.889
Wheat,Bihar,Kharif,25.81,63.44,6.63,16.87,Urea,127.63,Propiconazole,1.825
Mustard,Punjab,Kharif,20.77,85.79,7.32,31.52,Urea,107.72,Carbendazim,2.649
Maize,Tamil Nadu,Zaid,26.66,54.2,6.79,61.65,Compost,72.31,Chlorantraniliprole,2.278
Pulses,Bihar,Zaid,25.07,59.83,7.04,50.67,NPK,101.25,Thiamethoxam,1.772
Wheat,Tamil Nadu,Rabi,32.56,53.06,7.53,24.25,Urea,129.97,Propiconazole,2.16
Maize,Bihar,Rabi,23.94,59.96,6.95,32.55,DAP,108.64,Lambda-Cyhalothrin,2.76
Wheat,Bihar,Kharif,27.36,69.78,6.78,41.02,NPK,141.61,Carbendazim,1.657
Pulses,Bihar,Zaid,26.69,62.1,6.57,31.38,DAP,87.36,Thiamethoxam,1.343
Wheat,Rajasthan,Kharif,21.64,64.87,6.59,27.21,SSP,114.19,Propiconazole,1.993
Maize,Punjab,Kharif,28.34,58.34,6.18,35.43,Urea,118.19,Lambda-Cyhalothrin,2.896
Pulses,Uttar Pradesh,Zaid,24.43,77.32,6.4,52.36,NPK,109.21,Imidacloprid,2.42
Rice,Karnataka,Zaid,26.47,55.11,6.2,63.71,DAP,159.15,Chlorpyrifos,3.348
Groundnut,Maharashtra,Rabi,28.74,60.39,6.82,12.02,Gypsum,46.05,Chlorpyrifos,2.389
Cotton,Odisha,Zaid,35.07,65.19,6.97,32.94,Potash,145.74,Imidacloprid,2.906
Groundnut,Maharashtra,Zaid,34.64,77.04,7.47,48.61,Compost,61.9,Carbendazim,3.187
Pulses,Bihar,Rabi,30.43,74.41,6.58,21.71,Compost,55.6,Imidacloprid,2.202
Wheat,Tamil Nadu,Zaid,35.22,55.55,5.71,29.16,NPK,131.9,Mancozeb,2.577
Cotton,Tamil Nadu,Kharif,25.68,65.3,7.02,44.51,Potash,143.78,Buprofezin,2.712
Maize,Punjab,Rabi,35.71,69.7,6.89,32.13,Compost,74.46,Chlorantraniliprole,3.328
Cotton,Maharashtra,Rabi,25.77,78.55,7.55,45.52,Potash,154.39,Acephate,4.009
Wheat,Uttar Pradesh,Rabi,34.38,76.92,6.53,45.1,SSP,126.45,Carbendazim,2.926
Wheat,Maharashtra,Kharif,26.53,58.01,7.17,53.29,SSP,122.36,Carbendazim,1.816
Wheat,Odisha,Kharif,24.55,76.1,6.34,38.35,NPK,140.17,Propiconazole,2.663
Rice,Maharashtra,Zaid,24.26,64.41,6.01,56.9,DAP,155.04,Chlorpyrifos,3.698
Maize,Tamil Nadu,Zaid,31.75,51.77,5.92,37.74,DAP,118.28,Lambda-Cyhalothrin,3.032
Maize,Bihar,Rabi,22.63,67.86,6.1,47.79,DAP,125.04,Chlorantraniliprole,2.812
Rice,Rajasthan,Kharif,25.14,53.94,5.28,53.87,DAP,160.8,Chlorpyrifos,3.371
Cotton,Punjab,Rabi,28.71,81.28,6.3,24.22,Compost,105.47,Imidacloprid,3.493
Wheat,Uttar Pradesh,Zaid,25.22,81.38,6.03,44.26,SSP,127.12,Carbendazim,2.752
Groundnut,Maharashtra,Kharif,23.92,83.21,5.28,50.27,Gypsum,54.74,Dimethoate,3.405
Sugarcane,Rajasthan,Rabi,27.18,85.37,5.68,58.48,NPK,254.9,Imidacloprid,4.749
Sugarcane,Bihar,Rabi,38.13,89.75,6.09,36.78,Potash,200.57,Chlorpyrifos,5.903
Groundnut,Odisha,Kharif,33.41,70.77,5.45,45.79,Urea,99.42,Chlorpyrifos,3.465
Cotton,Tamil Nadu,Rabi,24.85,93.09,6.51,69.24,Compost,110.54,Imidacloprid,4.789
Rice,Rajasthan,Zaid,26.07,65.01,7.05,36.53,Urea,154.28,Imidacloprid,3.095
Sugarcane,Rajasthan,Zaid,29.94,48.0,7.09,23.71,NPK,235.91,Malathion,3.425
Groundnut,Odisha,Zaid,28.5,76.45,6.84,20.77,Compost,54.38,Carbendazim,2.523
Rice,Maharashtra,Kharif,28.07,55.85,7.01,28.25,DAP,144.55,Imidacloprid,2.468
Maize,Rajasthan,Zaid,18.39,70.28,7.15,38.89,Compost,71.76,Chlorantraniliprole,2.785
Sugarcane,Karnataka,Rabi,22.8,74.69,7.33,35.23,Urea,232.17,Chlorpyrifos,4.213
Wheat,Punjab,Kharif,25.86,62.84,7.3,45.52,Urea,131.27,Mancozeb,2.343
Cotton,Uttar Pradesh,Zaid,36.94,87.64,6.44,61.93,Compost,106.07,Buprofezin,4.597
Pulses,Punjab,Zaid,27.15,64.38,6.41,56.18,NPK,108.71,Imidacloprid,2.143
Rice,Karnataka,Rabi,22.68,61.99,7.03,41.42,Urea,157.63,Imidacloprid,2.382
Cotton,Punjab,Zaid,32.88,58.84,5.06,43.78,Potash,142.53,Acephate,2.963
Rice,Maharashtra,Zaid,33.77,87.47,6.2,31.41,MOP,149.84,Imidacloprid,4.347
Pulses,Odisha,Kharif,30.5,67.06,6.35,11.4,Compost,56.66,Imidacloprid,1.695
Pulses,Punjab,Rabi,27.64,87.05,6.98,30.58,NPK,103.72,Imidacloprid,3.189
Mustard,Karnataka,Zaid,26.38,68.2,6.68,49.25,Urea,114.99,Imidacloprid,2.027
Wheat,Odisha,Rabi,32.56,78.1,7.17,45.07,SSP,116.16,Mancozeb,3.237
Maize,Tamil Nadu,Kharif,21.74,65.01,5.83,27.68,DAP,109.34,Imidacloprid,2.298
Cotton,Rajasthan,Kharif,26.32,50.37,6.37,31.05,Potash,144.52,Acephate,2.657
Maize,Maharashtra,Rabi,31.1,69.75,7.27,43.5,Urea,124.89,Imidacloprid,2.657
Maize,Uttar Pradesh,Kharif,25.22,87.15,6.63,5.59,DAP,113.34,Chlorantraniliprole,3.677
Rice,Rajasthan,Kharif,28.31,71.9,6.99,18.94,MOP,138.72,Imidacloprid,3.219
Mustard,Uttar Pradesh,Rabi,31.45,82.8,5.6,62.98,Compost,81.69,Imidacloprid,3.429
Sugarcane,Rajasthan,Kharif,28.96,81.45,5.97,39.38,Urea,236.45,Malathion,4.899
Wheat,Uttar Pradesh,Kharif,23.43,79.87,6.67,34.04,NPK,140.22,Propiconazole,2.67
Mustard,Karnataka,Rabi,29.41,86.62,5.78,29.51,SSP,102.99,Imidacloprid,3.105
Groundnut,Uttar Pradesh,Kharif,26.5,78.98,6.84,13.57,Gypsum,53.88,Dimethoate,3.063
Mustard,Karnataka,Zaid,25.69,78.07,6.4,38.5,Compost,64.78,Mancozeb,2.768
Maize,Tamil Nadu,Kharif,27.52,76.19,7.65,43.35,Compost,69.8,Lambda-Cyhalothrin,3.535
Rice,Odisha,Kharif,28.04,79.16,6.57,52.16,Urea,172.44,Cartap Hydrochloride,4.364
Groundnut,Tamil Nadu,Kharif,22.68,64.51,6.34,47.99,Urea,104.64,Dimethoate,2.253
Maize,Uttar Pradesh,Kharif,25.05,64.44,6.12,50.43,Compost,74.61,Imidacloprid,3.027
Pulses,Punjab,Rabi,27.07,69.4,6.64,54.9,Compost,60.32,Imidacloprid,2.104
Sugarcane,Karnataka,Kharif,29.19,81.95,6.74,29.1,Potash,199.09,Imidacloprid,4.403
Mustard,Karnataka,Kharif,28.2,75.2,6.1,14.36,Urea,110.15,Mancozeb,2.719
