Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg_per_acre,Pesticide_Name,Pesticide_Amount_kg_per_acre
Jowar,Tamil Nadu,Rabi,26.39,68.84,6.93,51.61,SSP,103.22,Lambda-Cyhalothrin,2.591
Cotton,Rajasthan,Kharif,20.46,80.43,7.75,49.42,Potash,144.8,Buprofezin,2.953
Rice,Karnataka,Zaid,22.26,67.06,6.76,39.62,DAP,153.52,Imidacloprid,2.664
Pulses,Rajasthan,Rabi,35.41,94.09,6.64,36.79,NPK,105.3,Mancozeb,4.09
Maize,Karnataka,Rabi,27.97,73.05,6.7,55.18,Compost,76.32,Chlorantraniliprole,3.407
Mustard,Tamil Nadu,Kharif,29.58,52.59,6.85,69.5,SSP,113.13,Imidacloprid,1.79
Groundnut,Uttar Pradesh,Rabi,26.27,58.63,6.39,20.3,Urea,95.6,Dimethoate,1.85
Wheat,Uttar Pradesh,Kharif,33.41,49.75,6.71,36.57,SSP,114.95,Mancozeb,2.18
Wheat,Punjab,Zaid,30.83,78.7,6.3,37.6,Urea,137.35,Propiconazole,2.975
Groundnut,West Bengal,Zaid,31.17,55.74,7.78,53.83,Urea,96.77,Dimethoate,2.309
Rice,Punjab,Rabi,25.85,66.82,6.19,51.91,DAP,158.44,Imidacloprid,2.903
Groundnut,Uttar Pradesh,Rabi,24.35,50.43,7.36,49.16,Urea,101.57,Dimethoate,2.27
Jowar,Uttar Pradesh,Rabi,22.39,69.22,6.77,37.82,SSP,93.75,Imidacloprid,1.841
Jowar,West Bengal,Zaid,29.93,72.01,7.26,35.7,Urea,99.61,Lambda-Cyhalothrin,2.918
Wheat,Odisha,Kharif,34.38,47.97,7.02,43.08,NPK,132.16,Propiconazole,2.325
Wheat,Karnataka,Rabi,26.06,46.74,5.81,36.38,SSP,117.37,Propiconazole,1.637
Wheat,Uttar Pradesh,Zaid,35.9,56.69,6.09,23.82,SSP,119.64,Carbendazim,1.606
Wheat,Uttar Pradesh,Rabi,31.09,49.42,6.5,73.41,Urea,151.91,Carbendazim,1.827
Maize,Rajasthan,Kharif,29.27,80.34,4.8,36.02,DAP,116.28,Chlorantraniliprole,3.637
Pulses,West Bengal,Kharif,27.29,75.24,6.93,60.55,Compost,57.34,Thiamethoxam,2.713
Sugarcane,Uttar Pradesh,Rabi,27.82,59.33,6.95,40.93,NPK,237.29,Malathion,3.632
Wheat,Odisha,Kharif,29.85,62.05,6.01,32.41,SSP,113.78,Propiconazole,1.941
Rice,Bihar,Rabi,26.9,59.04,5.73,41.0,MOP,149.86,Imidacloprid,2.778
Potato,Bihar,Rabi,24.77,74.63,6.32,32.51,MOP,185.33,Cartap Hydrochloride,3.61
Pulses,Punjab,Rabi,25.81,71.71,7.26,58.62,NPK,103.93,Thiamethoxam,2.144
Sugarcane,Odisha,Kharif,29.7,50.53,7.51,72.61,NPK,264.61,Imidacloprid,3.524
Maize,West Bengal,Kharif,31.22,59.15,6.88,33.03,Urea,122.92,Imidacloprid,2.249
Rice,Rajasthan,Rabi,28.19,85.38,5.93,54.04,Urea,168.7,Imidacloprid,4.216
Jowar,Bihar,Rabi,27.42,67.37,5.44,21.54,SSP,88.17,Imidacloprid,2.138
Rice,West Bengal,Rabi,24.91,62.6,6.89,52.29,Urea,162.96,Cartap Hydrochloride,3.226
Mustard,Maharashtra,Zaid,27.42,77.46,6.62,18.1,Urea,106.9,Mancozeb,2.585
Sugarcane,West Bengal,Rabi,30.14,72.85,7.17,45.4,Urea,241.15,Chlorpyrifos,4.498
Wheat,West Bengal,Zaid,27.99,56.24,6.51,34.45,NPK,139.01,Mancozeb,1.786
Cotton,Bihar,Kharif,31.92,74.16,6.66,56.09,Potash,157.59,Acephate,3.992
Potato,Andhra Pradesh,Rabi,21.21,75.85,6.59,29.25,Urea,200.71,Carbendazim,2.482
Pulses,Andhra Pradesh,Kharif,23.77,61.04,6.35,28.15,DAP,85.64,Thiamethoxam,0.988
Sugarcane,West Bengal,Rabi,29.27,68.11,6.53,25.5,NPK,238.73,Malathion,3.875
Pulses,West Bengal,Zaid,29.91,86.41,6.47,34.37,Compost,57.54,Mancozeb,3.308
Mustard,Karnataka,Rabi,32.1,66.89,6.29,67.64,SSP,113.52,Mancozeb,2.76
Sugarcane,Tamil Nadu,Rabi,32.23,87.51,7.31,47.95,Urea,234.26,Chlorpyrifos,5.36
Wheat,Rajasthan,Rabi,27.45,77.41,7.08,32.76,NPK,136.85,Mancozeb,2.825
Rice,Karnataka,Rabi,27.2,76.47,6.59,63.08,MOP,160.47,Imidacloprid,3.457
Groundnut,West Bengal,Zaid,27.46,63.13,6.6,31.25,Gypsum,51.89,Dimethoate,2.16
Potato,Karnataka,Zaid,19.07,58.43,5.74,46.35,MOP,171.43,Mancozeb,2.592
Maize,Andhra Pradesh,Kharif,28.79,82.44,6.81,65.36,Urea,138.49,Lambda-Cyhalothrin,4.226
Wheat,Punjab,Zaid,30.2,69.09,6.17,33.44,Urea,127.17,Propiconazole,2.649
Maize,West Bengal,Rabi,34.73,73.73,6.63,45.1,Compost,74.66,Chlorantraniliprole,3.385
Potato,Odisha,Zaid,24.44,60.05,6.06,24.9,Urea,183.89,Mancozeb,1.882
Maize,Maharashtra,Zaid,34.76,58.57,7.4,28.65,Compost,68.46,Imidacloprid,2.682
Maize,Rajasthan,Rabi,20.29,81.94,6.88,59.51,DAP,123.35,Chlorantraniliprole,3.762
Pulses,Maharashtra,Zaid,24.83,40.77,6.62,38.88,DAP,82.74,Mancozeb,1.626
Jowar,Punjab,Kharif,30.19,63.62,6.37,27.17,Urea,111.76,Lambda-Cyhalothrin,2.263
Mustard,Rajasthan,Zaid,24.38,76.37,6.33,61.76,SSP,109.08,Mancozeb,2.581
Mustard,Andhra Pradesh,Zaid,30.43,61.87,7.38,19.11,SSP,92.12,Imidacloprid,1.826
Groundnut,West Bengal,Rabi,30.61,68.17,6.05,48.18,Gypsum,49.2,Dimethoate,2.678
Pulses,Punjab,Rabi,15,72.23,6.53,47.24,DAP,90.79,Mancozeb,2.35
Sugarcane,West Bengal,Zaid,30.29,79.84,6.48,52.89,Urea,245.14,Malathion,5.032
Rice,Rajasthan,Kharif,35.17,74.04,6.1,42.08,MOP,154.6,Chlorpyrifos,4.071
Wheat,Bihar,Kharif,33.61,76.21,7.23,39.76,SSP,116.33,Mancozeb,3.256
Maize,Punjab,Kharif,24.54,58.31,5.72,48.93,Compost,76.56,Imidacloprid,2.119
Pulses,Punjab,Zaid,28.23,78.31,6.71,42.84,DAP,96.36,Thiamethoxam,2.485
Wheat,Uttar Pradesh,Rabi,25.57,38.54,7.11,55.39,Urea,138.72,Carbendazim,1.649
Mustard,Karnataka,Rabi,31.26,86.92,6.8,26.27,Urea,114.33,Mancozeb,3.248
Cotton,Uttar Pradesh,Zaid,31.45,74.25,6.81,22.89,Compost,99.27,Acephate,3.672
Rice,Odisha,Kharif,37.35,60.29,6.04,37.85,DAP,163.89,Cartap Hydrochloride,3.432
Jowar,Karnataka,Kharif,37.85,87.79,6.65,52.61,NPK,128.53,Lambda-Cyhalothrin,4.386
Pulses,Bihar,Rabi,19.71,64.29,6.26,5,NPK,86.54,Mancozeb,1.444
Maize,Uttar Pradesh,Kharif,24.48,73.35,7.33,51.58,Urea,127.46,Lambda-Cyhalothrin,3.48
Rice,Odisha,Zaid,26.93,90.4,7.06,33.91,MOP,151.77,Imidacloprid,4.052
Jowar,Odisha,Zaid,30.18,50.46,5.65,34.94,NPK,104.55,Imidacloprid,2.084
Sugarcane,Bihar,Zaid,28.7,72.43,6.44,27.28,Potash,197.1,Malathion,4.363
Groundnut,Maharashtra,Zaid,27.83,86.41,6.83,30.29,Gypsum,52.89,Carbendazim,2.94
Rice,Andhra Pradesh,Zaid,34.17,60.49,6.61,29.16,MOP,144.04,Imidacloprid,2.886
Mustard,Maharashtra,Rabi,28.24,74.35,6.89,34.74,Urea,118.46,Imidacloprid,2.194
Groundnut,Maharashtra,Zaid,31.24,97.47,7.05,36.9,Urea,107.43,Dimethoate,4.137
Cotton,Bihar,Kharif,23.46,79.53,6.66,40.05,NPK,188.52,Acephate,3.992
Wheat,Odisha,Zaid,25.42,71.64,6.88,52.59,NPK,145.07,Propiconazole,2.452
Wheat,Andhra Pradesh,Kharif,31.68,86.23,6.28,36.22,Urea,134.57,Propiconazole,3.362
Cotton,Bihar,Rabi,30.37,65.09,7.49,39.24,Potash,143.28,Buprofezin,3.16
Pulses,Uttar Pradesh,Kharif,29.16,59.78,6.65,24.68,DAP,83.15,Thiamethoxam,1.679
Pulses,Punjab,Zaid,28.86,64.49,6.8,41.28,NPK,96.53,Imidacloprid,1.928
Wheat,Karnataka,Zaid,27.65,63.55,6.52,13.29,Urea,124.45,Carbendazim,1.779
Rice,Andhra Pradesh,Kharif,28.38,83.77,7.22,35.8,Urea,169.25,Chlorpyrifos,4.407
Rice,West Bengal,Kharif,21.54,75.79,7.82,50.65,Urea,167.53,Imidacloprid,3.633
Jowar,Uttar Pradesh,Zaid,26.41,68.97,7.39,23.64,SSP,91.31,Lambda-Cyhalothrin,2.422
Wheat,Rajasthan,Zaid,24.66,67.38,6.66,18.73,SSP,109.24,Propiconazole,1.671
Potato,Tamil Nadu,Zaid,21.65,70.28,5.59,36.88,DAP,177.29,Cartap Hydrochloride,3.042
Wheat,Andhra Pradesh,Rabi,23.4,92.81,5.6,70.16,NPK,158.7,Carbendazim,2.963
Wheat,Odisha,Zaid,23.43,72.76,6.1,23.38,SSP,114.11,Propiconazole,2.399
Wheat,Odisha,Kharif,36.47,50.94,5.17,40.11,Urea,127.7,Mancozeb,2.538
Maize,Andhra Pradesh,Kharif,21.89,55.31,8.01,30.63,DAP,111.64,Lambda-Cyhalothrin,2.494
Pulses,West Bengal,Rabi,26.62,64.51,5.91,60.12,NPK,104.08,Mancozeb,2.207
Pulses,Uttar Pradesh,Kharif,31.22,93.52,6.89,35.75,Compost,58.95,Imidacloprid,3.287
Sugarcane,Rajasthan,Kharif,26.46,70.73,7.53,50.84,Potash,206.2,Imidacloprid,3.684
Potato,Rajasthan,Zaid,15.19,64.47,6.46,66.14,MOP,184.91,Mancozeb,3.127
Rice,Maharashtra,Zaid,23.53,63.92,7.11,52.93,DAP,157.58,Imidacloprid,2.967
Potato,Maharashtra,Kharif,20.32,74.95,6.8,23.61,MOP,167.09,Cartap Hydrochloride,3.276
Potato,Maharashtra,Rabi,21.76,66.86,6.84,25.46,MOP,178.59,Carbendazim,2.279
Pulses,Bihar,Zaid,30.4,76.03,5.75,33.91,NPK,94.38,Thiamethoxam,2.605
Pulses,Odisha,Kharif,25.62,78.65,5.65,46.63,NPK,97.82,Imidacloprid,2.351
Mustard,Tamil Nadu,Rabi,26.86,53.39,6.83,40.82,SSP,103.72,Imidacloprid,1.882
Potato,Maharashtra,Zaid,25.05,56.99,6.5,33.57,Urea,187.35,Cartap Hydrochloride,2.464
Wheat,West Bengal,Zaid,24.09,81.43,7.12,39.87,NPK,139.66,Mancozeb,3.12
Sugarcane,Maharashtra,Kharif,30.46,63.89,7.28,28.72,Potash,205.5,Imidacloprid,3.421
Mustard,Maharashtra,Rabi,26.08,68.21,6.18,42.7,Compost,71.61,Imidacloprid,2.201
Maize,Rajasthan,Zaid,31.92,70.04,6.46,33.94,DAP,117.27,Imidacloprid,2.998
Maize,Rajasthan,Zaid,28.28,62.35,5.57,40.04,DAP,113.08,Chlorantraniliprole,2.774
Wheat,Tamil Nadu,Kharif,24.61,72.51,6.25,51.02,SSP,120.03,Propiconazole,2.625
Potato,Punjab,Rabi,22.72,77.76,6.34,51.78,DAP,195.0,Mancozeb,3.908
Cotton,Karnataka,Zaid,26.86,68.4,7.67,29.67,Compost,93.04,Imidacloprid,2.766
Mustard,Uttar Pradesh,Zaid,27.36,77.74,6.05,33.42,SSP,97.95,Carbendazim,2.0
Maize,Punjab,Rabi,31.98,76.67,7.1,15.7,Compost,66.69,Chlorantraniliprole,3.581
Maize,Tamil Nadu,Kharif,33.35,59.08,6.68,39.55,DAP,118.71,Imidacloprid,2.293
Jowar,Punjab,Kharif,27.28,75.57,6.94,48.8,Urea,117.61,Chlorpyrifos,3.309
Rice,Tamil Nadu,Kharif,30.08,69.53,5.92,32.81,MOP,155.21,Imidacloprid,3.296
Mustard,Uttar Pradesh,Zaid,20.89,46.08,7.69,27.09,Compost,57.41,Mancozeb,1.061
Jowar,West Bengal,Rabi,29.95,76.28,6.54,24.52,NPK,106.93,Imidacloprid,2.399
Cotton,Bihar,Rabi,27.08,69.67,6.41,37.06,Potash,152.24,Acephate,3.314
Potato,Odisha,Rabi,19.75,66.13,6.1,19.64,DAP,188.64,Cartap Hydrochloride,2.726
Mustard,Rajasthan,Rabi,27.96,81.42,6.26,62.49,Urea,129.31,Carbendazim,2.42
Wheat,West Bengal,Zaid,28.66,61.21,6.89,58.26,SSP,123.8,Propiconazole,2.179
Sugarcane,Andhra Pradesh,Kharif,29.64,63.09,7.06,45.23,Urea,239.95,Chlorpyrifos,3.935
Jowar,Odisha,Kharif,32.6,72.65,6.4,40.03,Urea,121.96,Imidacloprid,2.612
Pulses,Maharashtra,Kharif,32.23,54.92,6.27,34.84,DAP,85.06,Mancozeb,1.573
Sugarcane,West Bengal,Zaid,32.32,74.78,7.14,41.9,Potash,196.64,Chlorpyrifos,4.662
Pulses,Andhra Pradesh,Rabi,27.37,67.77,5.84,36.57,DAP,86.44,Mancozeb,1.921
Pulses,Karnataka,Zaid,21.37,83.05,6.6,59.32,NPK,106.99,Thiamethoxam,2.558
Cotton,Rajasthan,Rabi,18.97,70.12,6.98,48.89,NPK,179.69,Buprofezin,2.978
Potato,West Bengal,Rabi,26.26,63.13,6.22,51.15,MOP,178.77,Mancozeb,2.859
Jowar,Punjab,Rabi,24.75,59.06,7.17,32.36,Urea,99.44,Chlorpyrifos,2.017
Mustard,Tamil Nadu,Kharif,32.94,39.58,7.01,18.1,SSP,90.99,Imidacloprid,1.68
Rice,Uttar Pradesh,Kharif,19.9,88.86,6.38,20.07,MOP,146.69,Chlorpyrifos,4.51
Maize,Karnataka,Zaid,26.79,62.65,6.39,27.99,DAP,116.67,Lambda-Cyhalothrin,2.713
Wheat,Maharashtra,Rabi,27.74,60.32,5.77,41.35,SSP,127.23,Mancozeb,1.961
Mustard,West Bengal,Zaid,31.82,46.67,6.51,29.15,Compost,67.18,Mancozeb,2.118
Pulses,Tamil Nadu,Kharif,23.54,53.33,6.34,61.78,Compost,59.01,Thiamethoxam,1.533
Groundnut,Tamil Nadu,Kharif,23.91,69.12,6.32,42.38,Compost,59.41,Carbendazim,2.121
Pulses,Rajasthan,Zaid,30.63,78.2,7.58,65.56,DAP,97.48,Imidacloprid,2.704
Pulses,Punjab,Kharif,22.78,86.26,6.37,29.15,NPK,97.44,Imidacloprid,3.031
Groundnut,Uttar Pradesh,Rabi,31.3,90.5,6.05,51.28,Gypsum,61.12,Carbendazim,3.195
Groundnut,Punjab,Kharif,26.86,79.67,6.18,51.26,Gypsum,55.01,Chlorpyrifos,3.383
Cotton,Punjab,Rabi,26.48,65.92,6.67,18.83,NPK,175.82,Buprofezin,2.573
Cotton,West Bengal,Zaid,21.32,79.01,5.36,58.68,NPK,185.45,Buprofezin,3.291
Potato,Odisha,Zaid,20.25,48.63,6.31,73.45,Urea,198.3,Cartap Hydrochloride,2.687
Jowar,Karnataka,Kharif,35.81,76.78,6.03,23.35,SSP,96.03,Chlorpyrifos,3.086
Mustard,Uttar Pradesh,Zaid,25.03,68.53,7.06,34.68,Compost,66.86,Mancozeb,2.31
Maize,Karnataka,Rabi,31.43,53.95,6.93,54.17,Urea,126.12,Chlorantraniliprole,2.83
Jowar,Tamil Nadu,Rabi,20.47,64.39,6.28,23.7,Urea,99.67,Lambda-Cyhalothrin,2.382
Potato,West Bengal,Zaid,21.65,71.13,6.72,28.35,DAP,182.02,Mancozeb,2.918
Maize,Karnataka,Kharif,31.87,83.68,7.04,81.23,Urea,141.67,Chlorantraniliprole,4.276
Groundnut,Andhra Pradesh,Rabi,26.08,67.09,6.9,13.72,Compost,58.61,Chlorpyrifos,2.684
Cotton,Bihar,Kharif,27.7,57.29,6.13,27.0,Compost,99.63,Buprofezin,2.412
Groundnut,Tamil Nadu,Zaid,23.3,69.75,6.6,57.56,Gypsum,56.9,Dimethoate,2.625
Wheat,Tamil Nadu,Kharif,31.39,58.39,5.9,27.44,Urea,127.84,Mancozeb,2.278
Wheat,Maharashtra,Rabi,32.63,76.03,6.45,22.13,SSP,126.78,Mancozeb,2.878
Rice,Karnataka,Rabi,25.33,78.44,6.42,47.56,Urea,165.31,Cartap Hydrochloride,3.862
Potato,Rajasthan,Kharif,23.36,59.62,6.64,48.17,Urea,186.56,Carbendazim,1.988
Maize,Rajasthan,Rabi,32.67,77.91,6.43,48.19,Urea,127.66,Imidacloprid,3.329
Jowar,Maharashtra,Kharif,23.12,88.49,6.42,54.7,SSP,106.41,Chlorpyrifos,3.779
Groundnut,Rajasthan,Rabi,21.19,78.49,7.27,71.85,Urea,112.49,Dimethoate,3.417
Pulses,West Bengal,Kharif,23.27,70.06,6.6,27.38,Compost,56.13,Thiamethoxam,1.81
Sugarcane,Karnataka,Rabi,34.31,64.79,6.82,32.08,Potash,197.94,Chlorpyrifos,4.407
Pulses,Andhra Pradesh,Kharif,29.34,80.55,6.45,24.74,Compost,56.37,Imidacloprid,2.226
Maize,Uttar Pradesh,Zaid,32.14,57.81,7.09,34.96,DAP,113.96,Lambda-Cyhalothrin,2.957
Wheat,Tamil Nadu,Zaid,28.59,79.34,6.57,56.43,SSP,133.47,Mancozeb,3.06
Groundnut,Odisha,Zaid,32.47,60.76,5.5,29.11,Compost,61.57,Chlorpyrifos,2.523
Potato,Andhra Pradesh,Zaid,13.07,71.28,7.22,49.88,Urea,186.6,Carbendazim,2.469
Cotton,Tamil Nadu,Zaid,35.05,50.94,6.57,41.07,Compost,107.37,Acephate,2.916
Mustard,Punjab,Zaid,31.26,57.99,6.41,53.61,Compost,69.16,Imidacloprid,1.97
Sugarcane,Maharashtra,Rabi,23.1,71.11,7.56,32.21,Potash,193.66,Malathion,3.753
Pulses,West Bengal,Rabi,31.1,93.51,6.44,44.25,Compost,59.69,Imidacloprid,3.261
Potato,Odisha,Rabi,17.58,75.23,7.09,61.61,MOP,182.52,Carbendazim,2.629
Wheat,Rajasthan,Zaid,24.54,70.14,7.15,43.68,Urea,125.98,Mancozeb,2.777
Rice,Rajasthan,Zaid,26.8,68.13,6.91,43.23,Urea,160.09,Cartap Hydrochloride,3.456
Mustard,Maharashtra,Zaid,26.16,80.4,6.98,23.53,Urea,105.85,Carbendazim,2.153
Sugarcane,Maharashtra,Zaid,30.15,66.75,6.93,29.01,NPK,245.58,Malathion,3.887
Jowar,Odisha,Rabi,28.88,75.11,6.0,62.22,SSP,104.25,Imidacloprid,2.799
Jowar,Maharashtra,Kharif,24.87,61.92,6.96,71.01,NPK,127.95,Chlorpyrifos,2.323
Cotton,Odisha,Kharif,28.53,83.33,6.48,31.85,Compost,105.38,Buprofezin,3.438
Groundnut,Punjab,Zaid,30.12,51.58,6.3,47.18,Compost,62.26,Dimethoate,2.235
Cotton,Rajasthan,Rabi,33.47,67.53,5.91,60.82,Potash,149.02,Acephate,3.695
Groundnut,Andhra Pradesh,Kharif,31.61,73.25,7.44,53.91,Gypsum,50.79,Chlorpyrifos,3.128
Rice,Odisha,Kharif,32.02,64.73,6.47,45.46,Urea,176.72,Chlorpyrifos,3.675
Potato,Maharashtra,Rabi,19.3,75.62,6.03,48.59,DAP,188.9,Carbendazim,2.755
Maize,Rajasthan,Kharif,23.93,63.15,6.38,54.54,DAP,125.41,Imidacloprid,2.18
Mustard,Uttar Pradesh,Rabi,27.44,82.15,5.76,40.35,Compost,66.63,Imidacloprid,2.873
Rice,Odisha,Zaid,24.88,65.11,6.28,51.87,MOP,150.53,Chlorpyrifos,3.233
Cotton,Andhra Pradesh,Kharif,27.38,50.85,5.83,47.25,Potash,141.06,Acephate,2.812
Potato,Tamil Nadu,Kharif,18.92,62.66,6.4,46.09,MOP,177.01,Mancozeb,2.574
Potato,West Bengal,Kharif,20.58,50.92,6.05,63.0,DAP,184.37,Carbendazim,2.053
Potato,Odisha,Kharif,19.29,55.96,6.67,26.38,MOP,167.79,Carbendazim,1.911
Potato,Karnataka,Rabi,26.25,65.76,7.24,45.43,Urea,200.06,Mancozeb,3.529
Groundnut,Tamil Nadu,Kharif,28.07,48.88,6.77,38.4,Compost,61.56,Dimethoate,2.27
Cotton,Karnataka,Zaid,24.21,58.74,6.2,16.46,NPK,172.95,Buprofezin,2.17
Cotton,Tamil Nadu,Kharif,27.05,66.39,6.2,32.56,Compost,99.7,Buprofezin,2.716
Sugarcane,Tamil Nadu,Zaid,27.93,62.1,5.65,23.5,NPK,242.15,Malathion,3.425
Mustard,Karnataka,Kharif,24.27,50.36,6.07,69.62,SSP,105.46,Carbendazim,1.575
Wheat,Odisha,Zaid,30.16,79.04,5.11,48.27,NPK,138.99,Propiconazole,2.93
Potato,Rajasthan,Kharif,20.62,72.74,6.91,38.51,DAP,181.84,Cartap Hydrochloride,3.686
Groundnut,West Bengal,Rabi,16.69,67.42,6.19,29.73,Gypsum,45.95,Carbendazim,1.595
Pulses,Bihar,Zaid,28.5,81.0,6.26,42.09,Compost,59.66,Mancozeb,2.834
Maize,Odisha,Rabi,26.37,68.6,5.77,75.89,DAP,126.71,Lambda-Cyhalothrin,3.069
Wheat,Bihar,Kharif,25.48,54.51,6.19,40.56,SSP,118.21,Carbendazim,1.387
Groundnut,West Bengal,Rabi,27.54,54.91,7.05,51.64,Gypsum,51.89,Dimethoate,2.09
Groundnut,West Bengal,Kharif,26.84,69.05,5.95,24.21,Compost,58.86,Carbendazim,1.68
Sugarcane,Maharashtra,Zaid,29.34,77.03,6.11,19.43,Potash,189.13,Malathion,4.945
Potato,Tamil Nadu,Rabi,18.53,68.72,7.63,25.92,Urea,192.13,Mancozeb,2.914
Sugarcane,Odisha,Zaid,27.2,76.53,6.66,82.81,Potash,206.57,Chlorpyrifos,4.94
Mustard,Tamil Nadu,Rabi,30.08,82.62,6.05,53.31,Urea,125.58,Carbendazim,2.833
Potato,Odisha,Zaid,21.58,64.54,6.1,36.24,MOP,174.42,Carbendazim,2.335
Maize,Rajasthan,Zaid,30.85,90.87,6.6,53.66,Compost,77.04,Chlorantraniliprole,4.328
Wheat,Bihar,Rabi,32.49,67.13,6.56,54.37,Urea,143.56,Carbendazim,2.238
Groundnut,Rajasthan,Kharif,30.85,68.94,5.79,20.13,Compost,57.28,Carbendazim,1.817
Mustard,Bihar,Rabi,25.34,77.98,6.44,58.08,Compost,79.36,Carbendazim,2.158
Rice,Maharashtra,Kharif,38.19,59.99,6.07,39.54,DAP,160.45,Chlorpyrifos,3.425
Mustard,Karnataka,Kharif,33.7,67.3,7.51,29.31,SSP,92.53,Imidacloprid,2.231
Mustard,Tamil Nadu,Zaid,23.31,59.14,6.85,38.29,Urea,107.76,Mancozeb,1.668
Rice,Andhra Pradesh,Rabi,31.64,74.43,6.14,38.82,Urea,164.28,Imidacloprid,3.596
Jowar,Bihar,Kharif,34.96,74.73,6.88,46.41,Urea,114.48,Lambda-Cyhalothrin,3.251
Groundnut,Punjab,Rabi,26.66,76.55,8.08,48.77,Gypsum,46.98,Dimethoate,3.034
Rice,Uttar Pradesh,Rabi,27.88,67.83,6.28,49.53,Urea,168.29,Imidacloprid,3.349
Groundnut,Bihar,Kharif,32.96,69.85,5.82,41.54,Gypsum,45.98,Chlorpyrifos,2.887
Cotton,Rajasthan,Rabi,28.76,71.67,6.2,59.36,Compost,105.81,Imidacloprid,3.189
Mustard,Karnataka,Rabi,30.1,46.46,6.1,54.4,SSP,111.05,Imidacloprid,1.753
Cotton,Uttar Pradesh,Rabi,31.31,71.35,6.17,28.13,Potash,144.6,Buprofezin,2.779
Pulses,Bihar,Rabi,29.83,69.45,7.01,29.99,NPK,92.18,Mancozeb,2.257
Rice,Uttar Pradesh,Kharif,29.8,36.84,6.35,26.03,DAP,153.47,Imidacloprid,2.594
Potato,Tamil Nadu,Kharif,19.53,85.49,7.04,63.61,MOP,179.99,Carbendazim,3.312
Mustard,Karnataka,Rabi,32.29,61.24,6.13,26.35,Compost,69.93,Carbendazim,1.542
Potato,Uttar Pradesh,Rabi,20.16,66.53,5.78,35.34,Urea,194.95,Mancozeb,2.952
Wheat,Andhra Pradesh,Kharif,24.2,75.87,7.54,70.1,Urea,136.1,Mancozeb,2.996
Mustard,Punjab,Kharif,35.59,78.58,7.74,78.69,SSP,114.63,Imidacloprid,2.794
Pulses,Odisha,Rabi,25.45,54.17,6.32,57.42,DAP,90.1,Mancozeb,1.588
Sugarcane,Maharashtra,Zaid,28.75,66.47,7.39,40.45,Potash,197.42,Chlorpyrifos,4.086
Maize,Maharashtra,Kharif,30.48,77.8,6.96,46.69,Compost,79.3,Chlorantraniliprole,4.029
Maize,Bihar,Kharif,22.74,57.63,6.75,23.06,DAP,109.39,Imidacloprid,2.132
Pulses,Rajasthan,Rabi,28.78,81.43,5.63,38.59,DAP,87.55,Mancozeb,3.228
Maize,Uttar Pradesh,Kharif,28.12,84.66,6.59,62.86,DAP,135.01,Lambda-Cyhalothrin,4.144
Maize,Karnataka,Zaid,29.77,73.59,5.71,58.83,DAP,118.67,Chlorantraniliprole,3.437
Maize,Tamil Nadu,Kharif,27.37,77.47,7.09,44.59,DAP,126.33,Chlorantraniliprole,3.742
Rice,Uttar Pradesh,Zaid,27.19,64.84,6.75,59.68,MOP,154.63,Imidacloprid,2.759
Rice,Maharashtra,Kharif,24.75,61.14,5.81,28.27,Urea,167.01,Cartap Hydrochloride,2.879
Rice,Uttar Pradesh,Rabi,19.62,49.54,6.9,29.07,DAP,146.57,Cartap Hydrochloride,2.661
Jowar,Uttar Pradesh,Kharif,29.35,67.65,5.37,49.44,NPK,115.44,Chlorpyrifos,2.954
Maize,Maharashtra,Rabi,22.39,70.71,5.83,18.52,Urea,110.68,Chlorantraniliprole,2.598
Wheat,Punjab,Kharif,30.36,62.71,6.53,55.73,SSP,126.9,Carbendazim,1.897
Potato,West Bengal,Rabi,23.23,81.6,6.45,60.13,DAP,205.32,Cartap Hydrochloride,3.905
Jowar,Punjab,Zaid,20.9,67.43,6.59,55.51,SSP,96.51,Imidacloprid,1.74
Wheat,Uttar Pradesh,Zaid,25.89,47.92,6.52,5.73,SSP,108.06,Mancozeb,1.547
Mustard,West Bengal,Rabi,24.33,69.21,6.06,39.67,Compost,76.31,Carbendazim,1.474
Wheat,Punjab,Kharif,22.09,89.18,7.26,44.93,NPK,143.35,Mancozeb,3.328
Rice,Rajasthan,Zaid,24.36,37.51,7.08,32.26,DAP,145.75,Chlorpyrifos,3.102
Rice,Andhra Pradesh,Rabi,28.54,68.13,7.43,49.44,MOP,144.0,Cartap Hydrochloride,3.698
Sugarcane,Rajasthan,Kharif,29.89,79.61,7.19,32.57,NPK,252.54,Malathion,4.484
Pulses,West Bengal,Rabi,25.91,69.87,6.38,66.3,Compost,63.1,Thiamethoxam,2.407
Sugarcane,Karnataka,Zaid,28.22,64.97,6.57,22.86,Urea,228.93,Imidacloprid,3.221
Maize,Odisha,Kharif,29.03,68.38,6.74,56.25,Urea,135.05,Lambda-Cyhalothrin,3.46
Potato,Andhra Pradesh,Kharif,22.49,65.84,5.89,78.04,MOP,177.02,Mancozeb,3.195
Pulses,Karnataka,Rabi,26.26,67.16,6.16,28.88,NPK,97.32,Mancozeb,2.009
Sugarcane,Tamil Nadu,Rabi,25.4,74.64,5.26,61.0,NPK,248.4,Imidacloprid,3.764
